id,gender,race,age,path,class
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,16
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,4
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,4
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,10
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,4
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,4
000007,female,Asian,58,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,4
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,16
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,4
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,4
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,10
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,4
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,4
000008,female,Asian,58,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,4
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,16
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,4
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,4
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,10
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,4
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,4
000009,female,Asian,56,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,4
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,16
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,4
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,4
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,10
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,4
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,4
000010,female,Asian,58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,4
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,13
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,1
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,1
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,7
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,1
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,1
000012,male,Asian,57,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,1
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,16
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,4
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,4
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,10
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,4
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,4
000014,female,Asian,58,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,4
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,13
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,1
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,1
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,7
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,1
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,1
000015,male,Asian,55,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,1
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,16
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,4
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,4
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,10
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,4
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,4
000016,female,Asian,58,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,4
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,16
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,4
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,4
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,10
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,4
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,4
000018,female,Asian,59,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,4
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,16
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,4
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,4
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,10
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,4
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,4
000019,female,Asian,57,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,4
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,16
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,4
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,4
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,10
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,4
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,4
000020,female,Asian,50,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,4
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,16
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,4
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,4
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,10
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,4
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,4
000021,female,Asian,54,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,4
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,16
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,4
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,4
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,10
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,4
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,4
000022,female,Asian,58,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,4
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,16
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,4
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,4
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,10
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,4
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,4
000023,female,Asian,55,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,4
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,16
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,4
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,4
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,10
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,4
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,4
000024,female,Asian,58,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,4
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,16
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,4
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,4
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,10
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,4
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,4
000025,female,Asian,49,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,4
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,16
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,4
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,4
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,10
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,4
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,4
000026,female,Asian,56,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,4
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,16
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,4
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,4
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,10
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,4
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,4
000028,female,Asian,58,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,4
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,16
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,4
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,4
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,10
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,4
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,4
000029,female,Asian,58,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,4
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,16
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,4
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,4
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,10
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,4
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,4
000030,female,Asian,55,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,4
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,16
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,4
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,4
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,10
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,4
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,4
000031,female,Asian,54,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,4
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,13
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,1
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,1
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,7
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,1
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,1
000033,male,Asian,57,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,1
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,16
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,4
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,4
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,10
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,4
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,4
000034,female,Asian,55,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,4
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,16
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,4
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,4
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,10
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,4
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,4
000036,female,Asian,58,/opt/ml/input/data/train/images/000036_female_Asian_58/mask2.jpg,4
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/normal.jpg,16
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask3.jpg,4
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask5.jpg,4
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg,10
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask4.jpg,4
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask1.jpg,4
000037,female,Asian,58,/opt/ml/input/data/train/images/000037_female_Asian_58/mask2.jpg,4
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/normal.jpg,16
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask3.jpg,4
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask5.jpg,4
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg,10
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask4.jpg,4
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask1.jpg,4
000038,female,Asian,58,/opt/ml/input/data/train/images/000038_female_Asian_58/mask2.jpg,4
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/normal.jpg,16
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask3.jpg,4
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask5.jpg,4
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg,10
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask4.jpg,4
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask1.jpg,4
000039,female,Asian,57,/opt/ml/input/data/train/images/000039_female_Asian_57/mask2.jpg,4
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/normal.jpg,16
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask3.jpg,4
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask5.jpg,4
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg,10
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask4.jpg,4
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask1.jpg,4
000040,female,Asian,57,/opt/ml/input/data/train/images/000040_female_Asian_57/mask2.jpg,4
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/normal.jpg,16
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask3.jpg,4
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask5.jpg,4
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg,10
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask4.jpg,4
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask1.jpg,4
000041,female,Asian,58,/opt/ml/input/data/train/images/000041_female_Asian_58/mask2.jpg,4
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/normal.jpg,13
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask3.jpg,1
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask5.jpg,1
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg,7
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask4.jpg,1
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask1.jpg,1
000043,male,Asian,56,/opt/ml/input/data/train/images/000043_male_Asian_56/mask2.jpg,1
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/normal.jpg,16
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask3.jpg,4
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask5.jpg,4
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg,10
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask4.jpg,4
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask1.jpg,4
000044,female,Asian,58,/opt/ml/input/data/train/images/000044_female_Asian_58/mask2.jpg,4
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/normal.jpg,16
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask3.jpg,4
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask5.jpg,4
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg,10
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask4.jpg,4
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask1.jpg,4
000045,female,Asian,56,/opt/ml/input/data/train/images/000045_female_Asian_56/mask2.jpg,4
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/normal.jpg,13
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask3.jpg,1
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask5.jpg,1
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg,7
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask4.jpg,1
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask1.jpg,1
000046,male,Asian,55,/opt/ml/input/data/train/images/000046_male_Asian_55/mask2.jpg,1
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/normal.jpg,13
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask3.jpg,1
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask5.jpg,1
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg,7
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask4.jpg,1
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask1.jpg,1
000047,male,Asian,58,/opt/ml/input/data/train/images/000047_male_Asian_58/mask2.jpg,1
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/normal.jpg,16
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/mask3.jpg,4
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/mask5.jpg,4
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg,10
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/mask4.jpg,4
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/mask1.jpg,4
000048,female,Asian,57,/opt/ml/input/data/train/images/000048_female_Asian_57/mask2.jpg,4
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/normal.jpg,16
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/mask3.jpg,4
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/mask5.jpg,4
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg,10
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/mask4.jpg,4
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/mask1.jpg,4
000062,female,Asian,55,/opt/ml/input/data/train/images/000062_female_Asian_55/mask2.jpg,4
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/normal.jpg,13
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask3.jpg,1
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask5.jpg,1
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg,7
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask4.jpg,1
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask1.jpg,1
000064,male,Asian,59,/opt/ml/input/data/train/images/000064_male_Asian_59/mask2.jpg,1
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/normal.jpg,16
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask3.jpg,4
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask5.jpg,4
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg,10
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask4.jpg,4
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask1.jpg,4
000066,female,Asian,53,/opt/ml/input/data/train/images/000066_female_Asian_53/mask2.jpg,4
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/normal.jpg,16
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask3.jpg,4
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask5.jpg,4
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg,10
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask4.jpg,4
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask1.jpg,4
000067,female,Asian,54,/opt/ml/input/data/train/images/000067_female_Asian_54/mask2.jpg,4
