id,path,age,gender,stem,img_path,gender_issue,mask_issue,label,mask_label,age_label,person_label
000004,000004_male_Asian_54,54,male,mask2,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,False,False,1,0,1,1
000005,000005_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000005,000005_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,False,False,16,2,1,4
000005,000005_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000005,000005_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000005,000005_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000005,000005_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000005,000005_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000006,000006_female_Asian_59,59,female,mask4,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,False,False,4,0,1,4
000006,000006_female_Asian_59,59,female,normal,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,False,False,16,2,1,4
000006,000006_female_Asian_59,59,female,mask3,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,False,False,4,0,1,4
000006,000006_female_Asian_59,59,female,mask1,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,False,False,4,0,1,4
000006,000006_female_Asian_59,59,female,incorrect_mask,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,False,False,10,1,1,4
000006,000006_female_Asian_59,59,female,mask5,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,False,False,4,0,1,4
000006,000006_female_Asian_59,59,female,mask2,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,False,False,4,0,1,4
000007,000007_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000007,000007_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,False,False,16,2,1,4
000007,000007_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000007,000007_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000007,000007_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000007,000007_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000007,000007_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000008,000008_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000008,000008_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,False,False,16,2,1,4
000008,000008_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000008,000008_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000008,000008_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000008,000008_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000008,000008_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000009,000009_female_Asian_56,56,female,mask4,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,False,False,4,0,1,4
000009,000009_female_Asian_56,56,female,normal,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,False,False,16,2,1,4
000009,000009_female_Asian_56,56,female,mask3,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,False,False,4,0,1,4
000009,000009_female_Asian_56,56,female,mask1,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,False,False,4,0,1,4
000009,000009_female_Asian_56,56,female,incorrect_mask,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,False,False,10,1,1,4
000009,000009_female_Asian_56,56,female,mask5,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,False,False,4,0,1,4
000009,000009_female_Asian_56,56,female,mask2,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,False,False,4,0,1,4
000010,000010_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000010,000010_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,False,False,16,2,1,4
000010,000010_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000010,000010_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000010,000010_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000010,000010_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000010,000010_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000012,000012_male_Asian_57,57,male,mask4,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,False,False,1,0,1,1
000012,000012_male_Asian_57,57,male,normal,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,False,False,13,2,1,1
000012,000012_male_Asian_57,57,male,mask3,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,False,False,1,0,1,1
000012,000012_male_Asian_57,57,male,mask1,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,False,False,1,0,1,1
000012,000012_male_Asian_57,57,male,incorrect_mask,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,False,False,7,1,1,1
000012,000012_male_Asian_57,57,male,mask5,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,False,False,1,0,1,1
000012,000012_male_Asian_57,57,male,mask2,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,False,False,1,0,1,1
000014,000014_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000014,000014_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,False,False,16,2,1,4
000014,000014_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000014,000014_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000014,000014_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000014,000014_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000014,000014_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000015,000015_male_Asian_55,55,male,mask4,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,False,False,1,0,1,1
000015,000015_male_Asian_55,55,male,normal,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,False,False,13,2,1,1
000015,000015_male_Asian_55,55,male,mask3,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,False,False,1,0,1,1
000015,000015_male_Asian_55,55,male,mask1,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,False,False,1,0,1,1
000015,000015_male_Asian_55,55,male,incorrect_mask,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,False,False,7,1,1,1
000015,000015_male_Asian_55,55,male,mask5,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,False,False,1,0,1,1
000015,000015_male_Asian_55,55,male,mask2,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,False,False,1,0,1,1
000016,000016_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000016_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000016,000016_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000016_female_Asian_58/normal.jpg,False,False,16,2,1,4
000016,000016_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000016_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000016,000016_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000016_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000016,000016_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000016,000016_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000016_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000016,000016_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000018,000018_female_Asian_59,59,female,mask4,/opt/ml/input/data/train/images/000018_female_Asian_59/mask4.jpg,False,False,4,0,1,4
000018,000018_female_Asian_59,59,female,normal,/opt/ml/input/data/train/images/000018_female_Asian_59/normal.jpg,False,False,16,2,1,4
000018,000018_female_Asian_59,59,female,mask3,/opt/ml/input/data/train/images/000018_female_Asian_59/mask3.jpg,False,False,4,0,1,4
000018,000018_female_Asian_59,59,female,mask1,/opt/ml/input/data/train/images/000018_female_Asian_59/mask1.jpg,False,False,4,0,1,4
000018,000018_female_Asian_59,59,female,incorrect_mask,/opt/ml/input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg,False,False,10,1,1,4
000018,000018_female_Asian_59,59,female,mask5,/opt/ml/input/data/train/images/000018_female_Asian_59/mask5.jpg,False,False,4,0,1,4
000018,000018_female_Asian_59,59,female,mask2,/opt/ml/input/data/train/images/000018_female_Asian_59/mask2.jpg,False,False,4,0,1,4
000019,000019_female_Asian_57,57,female,mask4,/opt/ml/input/data/train/images/000019_female_Asian_57/mask4.jpg,False,False,4,0,1,4
000019,000019_female_Asian_57,57,female,normal,/opt/ml/input/data/train/images/000019_female_Asian_57/normal.jpg,False,False,16,2,1,4
000019,000019_female_Asian_57,57,female,mask3,/opt/ml/input/data/train/images/000019_female_Asian_57/mask3.jpg,False,False,4,0,1,4
000019,000019_female_Asian_57,57,female,mask1,/opt/ml/input/data/train/images/000019_female_Asian_57/mask1.jpg,False,False,4,0,1,4
000019,000019_female_Asian_57,57,female,incorrect_mask,/opt/ml/input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg,False,False,10,1,1,4
000019,000019_female_Asian_57,57,female,mask5,/opt/ml/input/data/train/images/000019_female_Asian_57/mask5.jpg,False,False,4,0,1,4
000019,000019_female_Asian_57,57,female,mask2,/opt/ml/input/data/train/images/000019_female_Asian_57/mask2.jpg,False,False,4,0,1,4
000020,000020_female_Asian_50,50,female,mask4,/opt/ml/input/data/train/images/000020_female_Asian_50/mask4.jpg,False,False,4,0,1,4
000020,000020_female_Asian_50,50,female,incorrect_mask,/opt/ml/input/data/train/images/000020_female_Asian_50/normal.jpg,False,False,10,1,1,4
000020,000020_female_Asian_50,50,female,mask3,/opt/ml/input/data/train/images/000020_female_Asian_50/mask3.jpg,False,False,4,0,1,4
000020,000020_female_Asian_50,50,female,mask1,/opt/ml/input/data/train/images/000020_female_Asian_50/mask1.jpg,False,False,4,0,1,4
000020,000020_female_Asian_50,50,female,normal,/opt/ml/input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg,False,False,16,2,1,4
000020,000020_female_Asian_50,50,female,mask5,/opt/ml/input/data/train/images/000020_female_Asian_50/mask5.jpg,False,False,4,0,1,4
000020,000020_female_Asian_50,50,female,mask2,/opt/ml/input/data/train/images/000020_female_Asian_50/mask2.jpg,False,False,4,0,1,4
000021,000021_female_Asian_54,54,female,mask4,/opt/ml/input/data/train/images/000021_female_Asian_54/mask4.jpg,False,False,4,0,1,4
000021,000021_female_Asian_54,54,female,normal,/opt/ml/input/data/train/images/000021_female_Asian_54/normal.jpg,False,False,16,2,1,4
000021,000021_female_Asian_54,54,female,mask3,/opt/ml/input/data/train/images/000021_female_Asian_54/mask3.jpg,False,False,4,0,1,4
000021,000021_female_Asian_54,54,female,mask1,/opt/ml/input/data/train/images/000021_female_Asian_54/mask1.jpg,False,False,4,0,1,4
000021,000021_female_Asian_54,54,female,incorrect_mask,/opt/ml/input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg,False,False,10,1,1,4
000021,000021_female_Asian_54,54,female,mask5,/opt/ml/input/data/train/images/000021_female_Asian_54/mask5.jpg,False,False,4,0,1,4
000021,000021_female_Asian_54,54,female,mask2,/opt/ml/input/data/train/images/000021_female_Asian_54/mask2.jpg,False,False,4,0,1,4
000022,000022_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000022_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000022,000022_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000022_female_Asian_58/normal.jpg,False,False,16,2,1,4
000022,000022_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000022_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000022,000022_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000022_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000022,000022_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000022,000022_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000022_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000022,000022_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000022_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000023,000023_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000023_female_Asian_55/mask4.jpg,False,False,4,0,1,4
000023,000023_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000023_female_Asian_55/normal.jpg,False,False,16,2,1,4
000023,000023_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000023_female_Asian_55/mask3.jpg,False,False,4,0,1,4
000023,000023_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000023_female_Asian_55/mask1.jpg,False,False,4,0,1,4
000023,000023_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg,False,False,10,1,1,4
000023,000023_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000023_female_Asian_55/mask5.jpg,False,False,4,0,1,4
000023,000023_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000023_female_Asian_55/mask2.jpg,False,False,4,0,1,4
000024,000024_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000024_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000024,000024_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000024_female_Asian_58/normal.jpg,False,False,16,2,1,4
000024,000024_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000024_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000024,000024_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000024_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000024,000024_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000024,000024_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000024_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000024,000024_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000024_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000025,000025_female_Asian_49,49,female,mask4,/opt/ml/input/data/train/images/000025_female_Asian_49/mask4.jpg,False,False,4,0,1,4
000025,000025_female_Asian_49,49,female,normal,/opt/ml/input/data/train/images/000025_female_Asian_49/normal.jpg,False,False,16,2,1,4
000025,000025_female_Asian_49,49,female,mask3,/opt/ml/input/data/train/images/000025_female_Asian_49/mask3.jpg,False,False,4,0,1,4
000025,000025_female_Asian_49,49,female,mask1,/opt/ml/input/data/train/images/000025_female_Asian_49/mask1.jpg,False,False,4,0,1,4
000025,000025_female_Asian_49,49,female,incorrect_mask,/opt/ml/input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg,False,False,10,1,1,4
000025,000025_female_Asian_49,49,female,mask5,/opt/ml/input/data/train/images/000025_female_Asian_49/mask5.jpg,False,False,4,0,1,4
000025,000025_female_Asian_49,49,female,mask2,/opt/ml/input/data/train/images/000025_female_Asian_49/mask2.jpg,False,False,4,0,1,4
000026,000026_female_Asian_56,56,female,mask4,/opt/ml/input/data/train/images/000026_female_Asian_56/mask4.jpg,False,False,4,0,1,4
000026,000026_female_Asian_56,56,female,normal,/opt/ml/input/data/train/images/000026_female_Asian_56/normal.jpg,False,False,16,2,1,4
000026,000026_female_Asian_56,56,female,mask3,/opt/ml/input/data/train/images/000026_female_Asian_56/mask3.jpg,False,False,4,0,1,4
000026,000026_female_Asian_56,56,female,mask1,/opt/ml/input/data/train/images/000026_female_Asian_56/mask1.jpg,False,False,4,0,1,4
000026,000026_female_Asian_56,56,female,incorrect_mask,/opt/ml/input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg,False,False,10,1,1,4
000026,000026_female_Asian_56,56,female,mask5,/opt/ml/input/data/train/images/000026_female_Asian_56/mask5.jpg,False,False,4,0,1,4
000026,000026_female_Asian_56,56,female,mask2,/opt/ml/input/data/train/images/000026_female_Asian_56/mask2.jpg,False,False,4,0,1,4
000028,000028_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000028_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000028,000028_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000028_female_Asian_58/normal.jpg,False,False,16,2,1,4
000028,000028_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000028_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000028,000028_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000028_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000028,000028_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000028,000028_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000028_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000028,000028_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000028_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000029,000029_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000029_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000029,000029_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000029_female_Asian_58/normal.jpg,False,False,16,2,1,4
000029,000029_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000029_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000029,000029_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000029_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000029,000029_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000029,000029_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000029_female_Asian_58/mask5.jpg,False,False,4,0,1,4
000029,000029_female_Asian_58,58,female,mask2,/opt/ml/input/data/train/images/000029_female_Asian_58/mask2.jpg,False,False,4,0,1,4
000030,000030_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000030_female_Asian_55/mask4.jpg,False,False,4,0,1,4
000030,000030_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000030_female_Asian_55/normal.jpg,False,False,16,2,1,4
000030,000030_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000030_female_Asian_55/mask3.jpg,False,False,4,0,1,4
000030,000030_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000030_female_Asian_55/mask1.jpg,False,False,4,0,1,4
000030,000030_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg,False,False,10,1,1,4
000030,000030_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000030_female_Asian_55/mask5.jpg,False,False,4,0,1,4
000030,000030_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000030_female_Asian_55/mask2.jpg,False,False,4,0,1,4
000031,000031_female_Asian_54,54,female,mask4,/opt/ml/input/data/train/images/000031_female_Asian_54/mask4.jpg,False,False,4,0,1,4
000031,000031_female_Asian_54,54,female,normal,/opt/ml/input/data/train/images/000031_female_Asian_54/normal.jpg,False,False,16,2,1,4
000031,000031_female_Asian_54,54,female,mask3,/opt/ml/input/data/train/images/000031_female_Asian_54/mask3.jpg,False,False,4,0,1,4
000031,000031_female_Asian_54,54,female,mask1,/opt/ml/input/data/train/images/000031_female_Asian_54/mask1.jpg,False,False,4,0,1,4
000031,000031_female_Asian_54,54,female,incorrect_mask,/opt/ml/input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg,False,False,10,1,1,4
000031,000031_female_Asian_54,54,female,mask5,/opt/ml/input/data/train/images/000031_female_Asian_54/mask5.jpg,False,False,4,0,1,4
000031,000031_female_Asian_54,54,female,mask2,/opt/ml/input/data/train/images/000031_female_Asian_54/mask2.jpg,False,False,4,0,1,4
000033,000033_male_Asian_57,57,male,mask4,/opt/ml/input/data/train/images/000033_male_Asian_57/mask4.jpg,False,False,1,0,1,1
000033,000033_male_Asian_57,57,male,normal,/opt/ml/input/data/train/images/000033_male_Asian_57/normal.jpg,False,False,13,2,1,1
000033,000033_male_Asian_57,57,male,mask3,/opt/ml/input/data/train/images/000033_male_Asian_57/mask3.jpg,False,False,1,0,1,1
000033,000033_male_Asian_57,57,male,mask1,/opt/ml/input/data/train/images/000033_male_Asian_57/mask1.jpg,False,False,1,0,1,1
000033,000033_male_Asian_57,57,male,incorrect_mask,/opt/ml/input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg,False,False,7,1,1,1
000033,000033_male_Asian_57,57,male,mask5,/opt/ml/input/data/train/images/000033_male_Asian_57/mask5.jpg,False,False,1,0,1,1
000033,000033_male_Asian_57,57,male,mask2,/opt/ml/input/data/train/images/000033_male_Asian_57/mask2.jpg,False,False,1,0,1,1
000034,000034_female_Asian_55,55,female,mask4,/opt/ml/input/data/train/images/000034_female_Asian_55/mask4.jpg,False,False,4,0,1,4
000034,000034_female_Asian_55,55,female,normal,/opt/ml/input/data/train/images/000034_female_Asian_55/normal.jpg,False,False,16,2,1,4
000034,000034_female_Asian_55,55,female,mask3,/opt/ml/input/data/train/images/000034_female_Asian_55/mask3.jpg,False,False,4,0,1,4
000034,000034_female_Asian_55,55,female,mask1,/opt/ml/input/data/train/images/000034_female_Asian_55/mask1.jpg,False,False,4,0,1,4
000034,000034_female_Asian_55,55,female,incorrect_mask,/opt/ml/input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg,False,False,10,1,1,4
000034,000034_female_Asian_55,55,female,mask5,/opt/ml/input/data/train/images/000034_female_Asian_55/mask5.jpg,False,False,4,0,1,4
000034,000034_female_Asian_55,55,female,mask2,/opt/ml/input/data/train/images/000034_female_Asian_55/mask2.jpg,False,False,4,0,1,4
000036,000036_female_Asian_58,58,female,mask4,/opt/ml/input/data/train/images/000036_female_Asian_58/mask4.jpg,False,False,4,0,1,4
000036,000036_female_Asian_58,58,female,normal,/opt/ml/input/data/train/images/000036_female_Asian_58/normal.jpg,False,False,16,2,1,4
000036,000036_female_Asian_58,58,female,mask3,/opt/ml/input/data/train/images/000036_female_Asian_58/mask3.jpg,False,False,4,0,1,4
000036,000036_female_Asian_58,58,female,mask1,/opt/ml/input/data/train/images/000036_female_Asian_58/mask1.jpg,False,False,4,0,1,4
000036,000036_female_Asian_58,58,female,incorrect_mask,/opt/ml/input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg,False,False,10,1,1,4
000036,000036_female_Asian_58,58,female,mask5,/opt/ml/input/data/train/images/000036_female_Asian_58/mask5.jpg,False,False,4,0,1,4
